Sample.ID	Patient.ID	changed
OSC19_UPPER_AERODIGESTIVE_TRACT	OSC19	wt
OSC20_UPPER_AERODIGESTIVE_TRACT	OSC20	wt
OSRC2_KIDNEY	OSRC2	wt
OUMS23_LARGE_INTESTINE	OUMS23	mut
OUMS27_BONE	OUMS27	wt
OV17R_OVARY	OV17R	wt
OV56_OVARY	OV56	wt
OV7_OVARY	OV7	wt
OV90_OVARY	OV90	wt
OVCA420_OVARY	OVCA420	wt
OVCA433_OVARY	OVCA433	wt
OVCAR4_OVARY	OVCAR4	mut
OVCAR5_OVARY	OVCAR5	wt
OVCAR8_OVARY	OVCAR8	wt
OVISE_OVARY	OVISE	wt
OVK18_OVARY	OVK18	wt
OVKATE_OVARY	OVKATE	wt
OVMANA_OVARY	OVMANA	wt
OVMIU_OVARY	OVMIU	wt
OVSAHO_OVARY	OVSAHO	wt
OVTOKO_OVARY	OVTOKO	wt
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P12ICHIKAWA	mut
P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P30OHK	wt
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ	mut
P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P32ISH	wt
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P3HR1	wt
PA1_OVARY	PA1	wt
PACADD119_PANCREAS	PACADD119	wt
PACADD135_PANCREAS	PACADD135	wt
PACADD137_PANCREAS	PACADD137	wt
PACADD159_PANCREAS	PACADD159	wt
PACADD161_PANCREAS	PACADD161	wt
PACADD165_PANCREAS	PACADD165	wt
PACADD188_PANCREAS	PACADD188	wt
PANC0203_PANCREAS	PANC0203	wt
PANC0213_PANCREAS	PANC0213	wt
PANC0327_PANCREAS	PANC0327	wt
PANC0403_PANCREAS	PANC0403	wt
PANC0504_PANCREAS	PANC0504	wt
PANC0813_PANCREAS	PANC0813	wt
PANC1_PANCREAS	PANC1	wt
PANC1005_PANCREAS	PANC1005	wt
PATU8902_PANCREAS	PATU8902	wt
PATU8988S_PANCREAS	PATU8988S	wt
PATU8988T_PANCREAS	PATU8988T	wt
PC14_LUNG	PC14	wt
PC3_PROSTATE	PC3	wt
PC3JPC3_LUNG	PC3JPC3	wt
PC9_LUNG	PC9	wt
PCI15A_UPPER_AERODIGESTIVE_TRACT	PCI15A	wt
PCI30_UPPER_AERODIGESTIVE_TRACT	PCI30	wt
PCI38_UPPER_AERODIGESTIVE_TRACT	PCI38	wt
PCI4B_UPPER_AERODIGESTIVE_TRACT	PCI4B	wt
PCI6A_UPPER_AERODIGESTIVE_TRACT	PCI6A	wt
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PCM6	wt
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	PECAPJ15	wt
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	PECAPJ41CLONED2	wt
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	PECAPJ49	wt
PEDS005TPFAD_KIDNEY	PEDS005TPFAD	wt
PEDS015T_SOFT_TISSUE	PEDS015T	wt
PEO1_OVARY	PEO1	wt
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PF382	wt
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PFEIFFER	wt
PFSK1_CENTRAL_NERVOUS_SYSTEM	PFSK1	wt
PK1_PANCREAS	PK1	wt
PK45H_PANCREAS	PK45H	wt
PK59_PANCREAS	PK59	wt
PL18_PANCREAS	PL18	wt
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21	wt
PL4_PANCREAS	PL4	wt
PL45_PANCREAS	PL45	wt
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PLB985	wt
PLCPRF5_LIVER	PLCPRF5	wt
PRECLH_PROSTATE	PRECLH	wt
PSN1_PANCREAS	PSN1	wt
PWR1E_PROSTATE	PWR1E	wt
QGP1_PANCREAS	QGP1	wt
QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	QIMRWIL	wt
R262_CENTRAL_NERVOUS_SYSTEM	R262	wt
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RAJI	wt
RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RAMOS2G64C10	wt
RC2_SOFT_TISSUE	RC2	wt
RCC10RGB_KIDNEY	RCC10RGB	wt
RCC4_KIDNEY	RCC4	wt
RCCAB_KIDNEY	RCCAB	wt
RCCER_KIDNEY	RCCER	wt
RCCFG2_KIDNEY	RCCFG2	wt
RCCJF_KIDNEY	RCCJF	wt
RCCJW_KIDNEY	RCCJW	wt
RCCMF_KIDNEY	RCCMF	wt
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCHACV	wt
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCK8	wt
RCM1_LARGE_INTESTINE	RCM1	wt
RD_SOFT_TISSUE	RD	wt
RDES_BONE	RDES	wt
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC1	wt
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REH	mut
RERFGC1B_STOMACH	RERFGC1B	wt
RERFLCAD1_LUNG	RERFLCAD1	wt
RERFLCAD2_LUNG	RERFLCAD2	wt
RERFLCAI_LUNG	RERFLCAI	wt
RERFLCFM_LUNG	RERFLCFM	wt
RERFLCKJ_LUNG	RERFLCKJ	wt
RERFLCMS_LUNG	RERFLCMS	wt
RERFLCSQ1_LUNG	RERFLCSQ1	wt
RF48_STOMACH	RF48	wt
RH1_SOFT_TISSUE	RH1	wt
RH18_SOFT_TISSUE	RH18	wt
RH28_SOFT_TISSUE	RH28	wt
RH30_SOFT_TISSUE	RH30	wt
RH36_SOFT_TISSUE	RH36	wt
RH4_SOFT_TISSUE	RH4	wt
RH41_SOFT_TISSUE	RH41	wt
RHJT_SOFT_TISSUE	RHJT	wt
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RI1	wt
RKN_SOFT_TISSUE	RKN	wt
RKO_LARGE_INTESTINE	RKO	wt
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RL	mut
RL952_ENDOMETRIUM	RL952	mut
RMGI_OVARY	RMGI	wt
RMS13_SOFT_TISSUE	RMS13	wt
RMUGS_OVARY	RMUGS	wt
RO82W1_THYROID	RO82W1	wt
ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ROS50	wt
RPMI2650_UPPER_AERODIGESTIVE_TRACT	RPMI2650	wt
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI6666	wt
RPMI7951_SKIN	RPMI7951	mut
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8226	wt
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8402	wt
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8866	wt
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RS411	wt
RS5_FIBROBLAST	RS5	wt
RT112_URINARY_TRACT	RT112	wt
RT11284_URINARY_TRACT	RT11284	wt
RT4_URINARY_TRACT	RT4	wt
RVH421_SKIN	RVH421	mut
RXF393_KIDNEY	RXF393	wt
S117_THYROID	S117	wt
SALE_LUNG	SALE	wt
SAOS2_BONE	SAOS2	wt
SARC9371_BONE	SARC9371	wt
SAS_UPPER_AERODIGESTIVE_TRACT	SAS	wt
SAT_UPPER_AERODIGESTIVE_TRACT	SAT	wt
SBC1_LUNG	SBC1	wt
SBC3_LUNG	SBC3	wt
SBC5_LUNG	SBC5	wt
SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SC1	wt
SCABER_URINARY_TRACT	SCABER	wt
SCC15_UPPER_AERODIGESTIVE_TRACT	SCC15	wt
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC25	wt
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SCC3	wt
SCC4_UPPER_AERODIGESTIVE_TRACT	SCC4	wt
SCC9_UPPER_AERODIGESTIVE_TRACT	SCC9	wt
SCC90_UPPER_AERODIGESTIVE_TRACT	SCC90	wt
SCCOHT1_OVARY	SCCOHT1	wt
SCH_STOMACH	SCH	wt
SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SCI1	wt
SCLC21H_LUNG	SCLC21H	mut
SCLC22H_LUNG	SCLC22H	wt
SCMCRM2_SOFT_TISSUE	SCMCRM2	wt
SCS214_SOFT_TISSUE	SCS214	wt
SEKI_SKIN	SEKI	wt
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM	wt
SF126_CENTRAL_NERVOUS_SYSTEM	SF126	wt
SF172_CENTRAL_NERVOUS_SYSTEM	SF172	wt
SF268_CENTRAL_NERVOUS_SYSTEM	SF268	wt
SF295_CENTRAL_NERVOUS_SYSTEM	SF295	wt
SF539_CENTRAL_NERVOUS_SYSTEM	SF539	wt
SF8657_SKIN	SF8657	wt
SH10TC_STOMACH	SH10TC	wt
SH4_SKIN	SH4	wt
SHP77_LUNG	SHP77	mut
SHSY5Y_AUTONOMIC_GANGLIA	SHSY5Y	wt
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIGM5	wt
SIHA_CERVIX	SIHA	wt
SIMA_AUTONOMIC_GANGLIA	SIMA	wt
SISO_CERVIX	SISO	wt
SJRH30_SOFT_TISSUE	SJRH30	wt
SJSA1_BONE	SJSA1	wt
SKBR3_BREAST	SKBR3	wt
SKCO1_LARGE_INTESTINE	SKCO1	wt
SKES1_BONE	SKES1	wt
SKGIIIA_CERVIX	SKGIIIA	wt
SKGT2_STOMACH	SKGT2	wt
SKGT4_OESOPHAGUS	SKGT4	wt
SKHEP1_LIVER	SKHEP1	wt
SKLMS1_SOFT_TISSUE	SKLMS1	wt
SKLU1_LUNG	SKLU1	wt
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1	wt
SKMEL1_SKIN	SKMEL1	wt
SKMEL2_SKIN	SKMEL2	wt
SKMEL24_SKIN	SKMEL24	mut
SKMEL28_SKIN	SKMEL28	mut
SKMEL3_SKIN	SKMEL3	mut
SKMEL30_SKIN	SKMEL30	wt
SKMEL31_SKIN	SKMEL31	mut
SKMEL5_SKIN	SKMEL5	wt
SKMES1_LUNG	SKMES1	wt
SKMG1_CENTRAL_NERVOUS_SYSTEM	SKMG1	wt
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKMM2	wt
SKN_ENDOMETRIUM	SKN	wt
SKN3_UPPER_AERODIGESTIVE_TRACT	SKN3	wt
SKNAS_AUTONOMIC_GANGLIA	SKNAS	wt
SKNBE2_AUTONOMIC_GANGLIA	SKNBE2	wt
SKNDZ_AUTONOMIC_GANGLIA	SKNDZ	wt
SKNEP1_BONE	SKNEP1	wt
SKNFI_AUTONOMIC_GANGLIA	SKNFI	wt
SKNMC_BONE	SKNMC	wt
SKNSH_AUTONOMIC_GANGLIA	SKNSH	wt
SKOV3_OVARY	SKOV3	mut
SKPNDW_BONE	SKPNDW	wt
SKRC20_KIDNEY	SKRC20	wt
SKRC31_KIDNEY	SKRC31	wt
SKUT1_SOFT_TISSUE	SKUT1	wt
SLR20_KIDNEY	SLR20	wt
SLR21_KIDNEY	SLR21	wt
SLR23_KIDNEY	SLR23	wt
SLR24_KIDNEY	SLR24	wt
SLR25_KIDNEY	SLR25	wt
SLR26_KIDNEY	SLR26	wt
SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SLVL	wt
SMSCTR_SOFT_TISSUE	SMSCTR	wt
SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SMZ1	wt
SN12C_KIDNEY	SN12C	wt
SNB19_CENTRAL_NERVOUS_SYSTEM	SNB19	wt
SNB75_CENTRAL_NERVOUS_SYSTEM	SNB75	wt
SNGM_ENDOMETRIUM	SNGM	wt
SNU1_STOMACH	SNU1	wt
SNU1033_LARGE_INTESTINE	SNU1033	wt
SNU1040_LARGE_INTESTINE	SNU1040	mut
SNU1041_UPPER_AERODIGESTIVE_TRACT	SNU1041	wt
SNU1066_UPPER_AERODIGESTIVE_TRACT	SNU1066	wt
SNU1076_UPPER_AERODIGESTIVE_TRACT	SNU1076	wt
SNU1077_ENDOMETRIUM	SNU1077	wt
SNU1079_BILIARY_TRACT	SNU1079	wt
SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU1105	mut
SNU119_OVARY	SNU119	wt
SNU1196_BILIARY_TRACT	SNU1196	wt
SNU1197_LARGE_INTESTINE	SNU1197	wt
SNU1214_UPPER_AERODIGESTIVE_TRACT	SNU1214	wt
SNU1272_KIDNEY	SNU1272	wt
SNU16_STOMACH	SNU16	wt
SNU175_LARGE_INTESTINE	SNU175	wt
SNU182_LIVER	SNU182	wt
SNU201_CENTRAL_NERVOUS_SYSTEM	SNU201	wt
SNU213_PANCREAS	SNU213	wt
SNU216_STOMACH	SNU216	wt
SNU245_BILIARY_TRACT	SNU245	wt
SNU283_LARGE_INTESTINE	SNU283	wt
SNU308_BILIARY_TRACT	SNU308	wt
SNU324_PANCREAS	SNU324	wt
SNU349_KIDNEY	SNU349	wt
SNU387_LIVER	SNU387	wt
SNU398_LIVER	SNU398	wt
SNU407_LARGE_INTESTINE	SNU407	wt
SNU410_PANCREAS	SNU410	wt
SNU423_LIVER	SNU423	wt
SNU449_LIVER	SNU449	wt
SNU46_UPPER_AERODIGESTIVE_TRACT	SNU46	wt
SNU466_CENTRAL_NERVOUS_SYSTEM	SNU466	mut
SNU475_LIVER	SNU475	wt
SNU478_BILIARY_TRACT	SNU478	wt
SNU489_CENTRAL_NERVOUS_SYSTEM	SNU489	mut
SNU5_STOMACH	SNU5	wt
SNU503_LARGE_INTESTINE	SNU503	wt
SNU520_STOMACH	SNU520	mut
SNU601_STOMACH	SNU601	wt
SNU61_LARGE_INTESTINE	SNU61	wt
SNU620_STOMACH	SNU620	wt
SNU626_CENTRAL_NERVOUS_SYSTEM	SNU626	mut
SNU668_STOMACH	SNU668	wt
SNU685_ENDOMETRIUM	SNU685	wt
SNU719_STOMACH	SNU719	wt
SNU738_CENTRAL_NERVOUS_SYSTEM	SNU738	wt
SNU761_LIVER	SNU761	wt
SNU8_OVARY	SNU8	wt
SNU81_LARGE_INTESTINE	SNU81	wt
SNU840_OVARY	SNU840	wt
SNU869_BILIARY_TRACT	SNU869	wt
SNU878_LIVER	SNU878	wt
SNU886_LIVER	SNU886	wt
SNU899_UPPER_AERODIGESTIVE_TRACT	SNU899	wt
SNUC1_LARGE_INTESTINE	SNUC1	wt
SNUC2A_LARGE_INTESTINE	SNUC2A	wt
SNUC2B_LARGE_INTESTINE	SNUC2B	wt
SNUC4_LARGE_INTESTINE	SNUC4	mut
SNUC5_LARGE_INTESTINE	SNUC5	wt
SQ1_LUNG	SQ1	wt
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR786	wt
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ST486	wt
STM9101_SOFT_TISSUE	STM9101	wt
STS0421_SOFT_TISSUE	STS0421	wt
SU8686_PANCREAS	SU8686	wt
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL1	wt
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL10	wt
SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL16	wt
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL4	wt
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL5	wt
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL6	mut
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL8	wt
SUIT2_PANCREAS	SUIT2	wt
SUM149PT_BREAST	SUM149PT	wt
SUM159PT_BREAST	SUM159PT	wt
SUM229PE_BREAST	SUM229PE	wt
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPB15	wt
SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPB8	wt
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPHD1	wt
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPM2	wt
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT1	wt
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT11	wt
SW1088_CENTRAL_NERVOUS_SYSTEM	SW1088	mut
SW1116_LARGE_INTESTINE	SW1116	wt
SW1271_LUNG	SW1271	wt
SW13_ADRENAL_CORTEX	SW13	wt
SW1353_BONE	SW1353	wt
SW1417_LARGE_INTESTINE	SW1417	wt
SW1463_LARGE_INTESTINE	SW1463	wt
SW156_KIDNEY	SW156	wt
SW1573_LUNG	SW1573	wt
SW1710_URINARY_TRACT	SW1710	wt
SW1783_CENTRAL_NERVOUS_SYSTEM	SW1783	wt
SW1990_PANCREAS	SW1990	wt
SW403_LARGE_INTESTINE	SW403	wt
SW48_LARGE_INTESTINE	SW48	wt
SW480_LARGE_INTESTINE	SW480	wt
SW579_THYROID	SW579	wt
SW620_LARGE_INTESTINE	SW620	wt
SW626_OVARY	SW626	wt
SW684_SOFT_TISSUE	SW684	wt
SW756_CERVIX	SW756	wt
SW780_URINARY_TRACT	SW780	wt
SW837_LARGE_INTESTINE	SW837	wt
SW872_SOFT_TISSUE	SW872	wt
SW900_LUNG	SW900	wt
SW948_LARGE_INTESTINE	SW948	wt
SW954_VULVA	SW954	wt
SW962_VULVA	SW962	wt
SW982_SOFT_TISSUE	SW982	wt
SYO1_SOFT_TISSUE	SYO1	wt
T24_URINARY_TRACT	T24	wt
T3M10_LUNG	T3M10	wt
T3M4_PANCREAS	T3M4	wt
T47D_BREAST	T47D	wt
T84_LARGE_INTESTINE	T84	wt
T98G_CENTRAL_NERVOUS_SYSTEM	T98G	wt
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TALL1	wt
TASK1_CENTRAL_NERVOUS_SYSTEM	TASK1	wt
TC106_BONE	TC106	wt
TC138_BONE	TC138	wt
TC205_BONE	TC205	wt
TC32_BONE	TC32	wt
TC71_BONE	TC71	wt
TCCPAN2_PANCREAS	TCCPAN2	wt
TCCSUP_URINARY_TRACT	TCCSUP	wt
TCYIK_CERVIX	TCYIK	wt
TE1_OESOPHAGUS	TE1	wt
TE10_OESOPHAGUS	TE10	wt
TE11_OESOPHAGUS	TE11	wt
TE12_OESOPHAGUS	TE12	wt
TE14_OESOPHAGUS	TE14	wt
TE15_OESOPHAGUS	TE15	wt
TE4_OESOPHAGUS	TE4	wt
TE441T_SOFT_TISSUE	TE441T	wt
TE5_OESOPHAGUS	TE5	wt
TE6_OESOPHAGUS	TE6	wt
TE617T_SOFT_TISSUE	TE617T	wt
TE8_OESOPHAGUS	TE8	wt
TE9_OESOPHAGUS	TE9	wt
TEN_ENDOMETRIUM	TEN	wt
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1	wt
TFK1_BILIARY_TRACT	TFK1	wt
TGBC11TKB_STOMACH	TGBC11TKB	wt
TGBC1TKB_BILIARY_TRACT	TGBC1TKB	wt
TGBC24TKB_BILIARY_TRACT	TGBC24TKB	wt
TGW_AUTONOMIC_GANGLIA	TGW	wt
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1	wt
TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TK	wt
TK10_KIDNEY	TK10	wt
TM31_CENTRAL_NERVOUS_SYSTEM	TM31	wt
TM87_SOFT_TISSUE	TM87	wt
TMK1_STOMACH	TMK1	wt
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TOLEDO	wt
TOV112D_OVARY	TOV112D	wt
TOV21G_OVARY	TOV21G	wt
TT2609C02_THYROID	TT2609C02	wt
TTC1240_SOFT_TISSUE	TTC1240	wt
TTC442_SOFT_TISSUE	TTC442	wt
TTC466_BONE	TTC466	wt
TTC549_SOFT_TISSUE	TTC549	wt
TTC642_SOFT_TISSUE	TTC642	wt
TTC709_SOFT_TISSUE	TTC709	wt
TUHR10TKB_KIDNEY	TUHR10TKB	wt
TUHR14TKB_KIDNEY	TUHR14TKB	wt
TUHR4TKB_KIDNEY	TUHR4TKB	wt
TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TUR	wt
TYKNU_OVARY	TYKNU	wt
U118MG_CENTRAL_NERVOUS_SYSTEM	U118MG	wt
U138MG_CENTRAL_NERVOUS_SYSTEM	U138MG	wt
U178_CENTRAL_NERVOUS_SYSTEM	U178	wt
U251MG_CENTRAL_NERVOUS_SYSTEM	U251MG	wt
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1	wt
U2OS_BONE	U2OS	wt
U343_CENTRAL_NERVOUS_SYSTEM	U343	mut
U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U698M	wt
U87MG_CENTRAL_NERVOUS_SYSTEM	U87MG	wt
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U937	wt
UACC257_SKIN	UACC257	wt
UACC62_SKIN	UACC62	mut
UACC812_BREAST	UACC812	wt
UACC893_BREAST	UACC893	wt
UBLC1_URINARY_TRACT	UBLC1	wt
UCH2_BONE	UCH2	wt
UDSCC2_UPPER_AERODIGESTIVE_TRACT	UDSCC2	wt
UMC11_LUNG	UMC11	wt
UMCHOR1_BONE	UMCHOR1	wt
UMRC2_KIDNEY	UMRC2	wt
UMRC6_KIDNEY	UMRC6	wt
UMUC1_URINARY_TRACT	UMUC1	wt
UMUC10_URINARY_TRACT	UMUC10	wt
UMUC11_URINARY_TRACT	UMUC11	wt
UMUC13_URINARY_TRACT	UMUC13	wt
UMUC14_URINARY_TRACT	UMUC14	wt
UMUC16_URINARY_TRACT	UMUC16	wt
UMUC3_URINARY_TRACT	UMUC3	wt
UMUC4_URINARY_TRACT	UMUC4	wt
UMUC5_URINARY_TRACT	UMUC5	wt
UMUC6_URINARY_TRACT	UMUC6	wt
UMUC7_URINARY_TRACT	UMUC7	wt
UMUC9_URINARY_TRACT	UMUC9	wt
UO31_KIDNEY	UO31	wt
UOK101_KIDNEY	UOK101	wt
UPCISCC152_UPPER_AERODIGESTIVE_TRACT	UPCISCC152	wt
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UT7	wt
UW228_CENTRAL_NERVOUS_SYSTEM	UW228	wt
UWB1289_OVARY	UWB1289	wt
VAESBJ_SOFT_TISSUE	VAESBJ	wt
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	VAL	wt
VCAP_PROSTATE	VCAP	wt
VMCUB1_URINARY_TRACT	VMCUB1	wt
VMRCLCD_LUNG	VMRCLCD	wt
VMRCLCP_LUNG	VMRCLCP	wt
VMRCMELG_SKIN	VMRCMELG	wt
VMRCRCW_KIDNEY	VMRCRCW	wt
VMRCRCZ_KIDNEY	VMRCRCZ	wt
WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WIL2NS	wt
WM115_SKIN	WM115	mut
WM1552C_SKIN	WM1552C	wt
WM1799_SKIN	WM1799	mut
WM2664_SKIN	WM2664	wt
WM278_SKIN	WM278	wt
WM35_SKIN	WM35	wt
WM793_SKIN	WM793	mut
WM88_SKIN	WM88	wt
WM983B_SKIN	WM983B	wt
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WSUDLCL2	wt
WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WSUNHL	wt
X1321N1_CENTRAL_NERVOUS_SYSTEM	X1321N1	wt
X143B_BONE	X143B	wt
X22RV1_PROSTATE	X22RV1	wt
X2313287_STOMACH	X2313287	wt
X42MGBA_CENTRAL_NERVOUS_SYSTEM	X42MGBA	wt
X5637_URINARY_TRACT	X5637	wt
X59M_OVARY	X59M	wt
X639V_URINARY_TRACT	X639V	wt
X647V_URINARY_TRACT	X647V	wt
X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	X697	wt
X769P_KIDNEY	X769P	wt
X786O_KIDNEY	X786O	wt
X8305C_THYROID	X8305C	wt
X8505C_THYROID	X8505C	wt
X8MGBA_CENTRAL_NERVOUS_SYSTEM	X8MGBA	wt
Y79_AUTONOMIC_GANGLIA	Y79	wt
YAMATO_SOFT_TISSUE	YAMATO	wt
YAPC_PANCREAS	YAPC	wt
YD10B_UPPER_AERODIGESTIVE_TRACT	YD10B	wt
YD15_SALIVARY_GLAND	YD15	wt
YD38_UPPER_AERODIGESTIVE_TRACT	YD38	wt
YD8_UPPER_AERODIGESTIVE_TRACT	YD8	wt
YH13_CENTRAL_NERVOUS_SYSTEM	YH13	mut
YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1	wt
YMB1_BREAST	YMB1	wt
YMB1E_BREAST	YMB1E	wt
YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	YT	wt
ZR751_BREAST	ZR751	wt
ZR7530_BREAST	ZR7530	wt
